url	md5	Data collection	Data type	Analysis group	Sample	Population	Data reuse policy
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204940/ERR204940_2.fastq.gz	9ee3af0668069f00fafa7f8abf7dbcec	Geuvadis	sequence	mRNA	NA18861	YRI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204960/ERR204960_1.fastq.gz	7c002de170e6aa3b1f915835f6d7d7c4	Geuvadis	sequence	mRNA	NA07048	CEU	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/ERR205009/ERR205009_1.fastq.gz	860f6c5840c406c10dca9590f8e90899	Geuvadis	sequence	mRNA	NA19095	YRI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/ERR205002/ERR205002_1.fastq.gz	b79d511f6fd7e3028b68c1c5a7390ef4	Geuvadis	sequence	mRNA	HG00134	GBR	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204978/ERR204978.fastq.gz	8ec04ffa4d5a7a863465fbd1f2ea85e0	Geuvadis	sequence	mRNA	NA20527	TSI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204978/ERR204978_1.fastq.gz	6f7a8a72f8b376dac74e29bb20711303	Geuvadis	sequence	mRNA	NA20527	TSI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204966/ERR204966_2.fastq.gz	3883b70ceec1fc65eb17c8175ef76d03	Geuvadis	sequence	mRNA	NA19200	YRI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204884/ERR204884_1.fastq.gz	cbad3bcba383d2e80b48e37e3d3be4c7	Geuvadis	sequence	mRNA	HG00138	GBR	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204963/ERR204963_1.fastq.gz	b66f2ff4ec5adc87c942c531fdd98e6b	Geuvadis	sequence	mRNA	NA18868	YRI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/ERR205019/ERR205019_2.fastq.gz	1f5316e4eda2496ed43dcd957ccc47de	Geuvadis	sequence	mRNA	NA18502	YRI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204837/ERR204837_1.fastq.gz	c776a658bd2971cf490c0dac253b2a96	Geuvadis	sequence	mRNA	NA19138	YRI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204940/ERR204940_1.fastq.gz	74984cab81224bbe550ead0591464123	Geuvadis	sequence	mRNA	NA18861	YRI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204970/ERR204970_2.fastq.gz	33bf052587eeda52fa8202aeb23c410a	Geuvadis	sequence	mRNA	NA19222	YRI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204981/ERR204981_2.fastq.gz	2041e4937eade3fa13c68de684524621	Geuvadis	sequence	mRNA	NA19160	YRI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204959/ERR204959_1.fastq.gz	5970abf775db7bd3395b84b229a732c4	Geuvadis	sequence	mRNA	NA19206	YRI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204959/ERR204959_2.fastq.gz	eb4a6404c9d4d4055f8c4c8ebe65e104	Geuvadis	sequence	mRNA	NA19206	YRI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204837/ERR204837_2.fastq.gz	1da17e5292f78d13a50a6a18d8eadbce	Geuvadis	sequence	mRNA	NA19138	YRI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204887/ERR204887_1.fastq.gz	7a2faabddaa88609f69e13ac000312a9	Geuvadis	sequence	mRNA	HG00111	GBR	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204920/ERR204920_1.fastq.gz	f3f49cea34a25b0ebe9ee9f8c078c29e	Geuvadis	sequence	mRNA	HG00119	GBR	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204977/ERR204977_2.fastq.gz	bd1369ee8ee505055cce17d5242b2858	Geuvadis	sequence	mRNA	NA12775	CEU	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204861/ERR204861_1.fastq.gz	05f10e83fbc38d84101889c31b5d767a	Geuvadis	sequence	mRNA	NA19095	YRI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/ERR205009/ERR205009_2.fastq.gz	b24a680e56a430bee0369b1f49255c2a	Geuvadis	sequence	mRNA	NA19095	YRI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204963/ERR204963_2.fastq.gz	c28e437b589439446c5b53483caa6097	Geuvadis	sequence	mRNA	NA18868	YRI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204958/ERR204958_1.fastq.gz	f471cd0c967870b41d4e50305a79ff1d	Geuvadis	sequence	mRNA	NA07051	CEU	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/ERR205002/ERR205002_2.fastq.gz	9bd90d48f5dc8c9f4087c21aa3119e2c	Geuvadis	sequence	mRNA	HG00134	GBR	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204848/ERR204848_1.fastq.gz	9dcffced13cf943d1ccfa78ebe8a9e80	Geuvadis	sequence	mRNA	NA11832	CEU	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204884/ERR204884_2.fastq.gz	94475913a462692d51b150e91882ebee	Geuvadis	sequence	mRNA	HG00138	GBR	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204987/ERR204987_2.fastq.gz	c8abfb5d15e19462b3e48f2690f91172	Geuvadis	sequence	mRNA	NA19130	YRI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204904/ERR204904_2.fastq.gz	eeb97833b2b8d1052d5d9268eb50d208	Geuvadis	sequence	mRNA	NA19189	YRI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204848/ERR204848_2.fastq.gz	05ca848db65726e8e39137bc8a27c5f2	Geuvadis	sequence	mRNA	NA11832	CEU	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204922/ERR204922_2.fastq.gz	4cc94d0b1e86c3a8385785f60ac48cab	Geuvadis	sequence	mRNA	NA19131	YRI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204861/ERR204861_2.fastq.gz	4595c203a39d84130d61a84781056e60	Geuvadis	sequence	mRNA	NA19095	YRI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204920/ERR204920_2.fastq.gz	fecfeea2e4536ce3f7775ab217d9d7df	Geuvadis	sequence	mRNA	HG00119	GBR	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204929/ERR204929_1.fastq.gz	a680b45ee38da20b5179901d1624bc34	Geuvadis	sequence	mRNA	NA06986	CEU	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204981/ERR204981_1.fastq.gz	c94994ed7a339748ec8c1071df69d061	Geuvadis	sequence	mRNA	NA19160	YRI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204946/ERR204946_2.fastq.gz	a1b6215a0244aa9d18844b1ea22653a5	Geuvadis	sequence	mRNA	NA12287	CEU	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204887/ERR204887_2.fastq.gz	e17c848c05d2096c810526984e5c64ff	Geuvadis	sequence	mRNA	HG00111	GBR	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204958/ERR204958_2.fastq.gz	44747d418d8821c0327e8d5434313324	Geuvadis	sequence	mRNA	NA07051	CEU	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204851/ERR204851_2.fastq.gz	2c5df6f0d5b3a9b593a449c81615f37b	Geuvadis	sequence	mRNA	NA18912	YRI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204875/ERR204875_2.fastq.gz	f73addba06927aba06a0b080b97546f6	Geuvadis	sequence	mRNA	NA12546	CEU	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204875/ERR204875_1.fastq.gz	4df71fce5811a0ef69766636068ca326	Geuvadis	sequence	mRNA	NA12546	CEU	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204922/ERR204922_1.fastq.gz	d635acfebc1ced2122a35df7198bbd61	Geuvadis	sequence	mRNA	NA19131	YRI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204883/ERR204883_2.fastq.gz	7ef1a7fb16a72d06a9fe6cadc0728aad	Geuvadis	sequence	mRNA	NA12286	CEU	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204890/ERR204890_1.fastq.gz	4b5017d731032a7a7dab70e0048ef009	Geuvadis	sequence	mRNA	NA20773	TSI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204904/ERR204904_1.fastq.gz	120f53822e42b87903cd29df0af0165a	Geuvadis	sequence	mRNA	NA19189	YRI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204827/ERR204827_1.fastq.gz	3424c2d2519d7554c0f2614227b9b8ad	Geuvadis	sequence	mRNA	HG00183	FIN	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204946/ERR204946_1.fastq.gz	b6fb83e933282c722f7ef312f471d06f	Geuvadis	sequence	mRNA	NA12287	CEU	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204929/ERR204929_2.fastq.gz	096b1c478a9773376acb795b1974e5c8	Geuvadis	sequence	mRNA	NA06986	CEU	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204894/ERR204894_1.fastq.gz	333d034fbfd7a67d49a41c11fb2c33fb	Geuvadis	sequence	mRNA	HG00117	GBR	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204895/ERR204895_2.fastq.gz	15f348b0fc3838e6357d36ced8d624f7	Geuvadis	sequence	mRNA	NA12272	CEU	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
